year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
2014,1,12,12,14,16,22,15,400,59,2.1,1032.2,-22.7,0,N,2.7
2014,1,14,22,91,104,61,89,1800,5,-2.6,1029.6,-15,0,W,2.1
2014,1,15,1,110,126,76,90,2000,3,-6.5,1029.4,-13.6,0,NE,1.3
2014,1,16,6,566,616,85,135,6900,8,-3.3,1023.2,-6.3,0,NE,1.1
2014,1,20,1,16,137,6,9,200,64,-0.2,1022.3,-17.9,0,NW,5.3
2014,1,21,1,9,6,11,17,300,54,-2.4,1030.3,-19.3,0,NE,1.9
2014,1,22,23,221,275,131,131,4900,7,-5.1,1017.3,-13,0,E,1
2014,1,23,9,200,232,143,120,4600,4,-2.3,1013.7,-13.5,0,E,1.3
2014,1,23,15,205,254,149,112,2800,10,2.6,1009.2,-11.4,0,E,1.3
2014,1,26,4,19,46,24,16,700,49,-1.5,1029,-7.4,0,SE,1.1
2014,1,26,6,22,52,20,22,700,44,-3.4,1029.5,-7.5,0,SE,1.2
2014,1,26,17,56,84,49,38,800,54,1.7,1019.7,-10.5,0,S,2.2
2014,1,27,4,96,102,59,65,1700,2,-5.8,1013.4,-7.9,0,NE,0.6
2014,1,27,7,93,115,107,82,2100,3,-5.2,1013.2,-9.1,0,E,1.1
2014,1,27,14,141,176,115,83,1900,28,7.7,1012.3,-8.8,0,E,3
2014,1,28,6,11,21,22,17,500,47,-5.1,1025.9,-19.3,0,S,0
2014,1,28,18,66,136,29,37,900,57,3.2,1020.8,-10.1,0,S,2.1
2014,1,30,6,9,21,17,14,500,54,-2.6,1014,-15.3,0,S,1.4
2014,2,1,2,158,167,77,59,1600,4,1.8,1014.2,-3.5,0,NE,0.9
2014,2,2,9,132,127,47,49,2400,8,7.1,1010.5,-10.2,0,N,5.6
2014,2,2,10,78,80,39,28,1200,41,7.8,1010.6,-15.1,0,N,5.5
2014,2,5,22,96,114,71,55,1200,23,-3.3,1024.6,-11.3,0,E,1.3
2014,2,7,1,78,56,49,37,1100,29,-1.9,1026.3,-5.7,0,SE,1.6
2014,2,8,4,78,48,27,42,1400,18,-3.6,1020.3,-4.9,0,E,1
2014,2,11,4,112,116,44,91,4000,3,-10.3,1024.8,-14.9,0,N,0.8
2014,2,11,7,101,95,54,78,3200,1,-9.7,1025.9,-15.2,0,NE,0.7
2014,2,11,9,72,70,75,71,2000,2,-6.5,1025.7,-15.7,0,N,1
2014,2,11,16,117,117,77,76,1900,43,-0.3,1021.5,-13.6,0,SW,2.5
2014,2,12,8,103,92,56,78,1900,4,-4.1,1029.5,-15.4,0,NE,2.4
2014,2,12,11,44,37,28,38,800,50,1.6,1029.4,-16.8,0,E,3.7
2014,2,13,10,172,182,102,74,3500,13,-3.1,1033.1,-10,0,SE,2.1
2014,2,13,20,207,218,113,106,3200,3,-2.4,1027.5,-8.3,0,NE,1.4
2014,2,14,9,195,197,62,88,3900,4,-2.5,1024,-6.5,0,NE,1.2
2014,2,16,6,377,352,96,89,3100,7,-2,1024.1,-6.7,0,NE,2.1
2014,2,16,14,164,124,66,46,1700,80,6.1,1024.8,-9,0,S,1.8
2014,2,21,9,242,242,88,87,2100,3,0.2,1025.2,-3.4,0,E,1.5
2014,2,21,23,237,285,72,118,3600,3,-0.7,1024.8,-4.2,0,NE,1.3
2014,2,24,15,325,387,138,151,4500,9,7,1021,-2.5,0,E,2.1
2014,2,24,18,389,463,125,174,5300,3,4.7,1022.2,-2.4,0,S,1.1
2014,2,26,19,99,5,44,50,1300,26,7.6,1019.1,2.9,0.5,NW,2.2
2014,2,27,23,43,40,26,93,1200,2,0,1024.2,-12,0,W,1.6
2014,2,28,9,54,58,31,62,1500,4,0.7,1024.9,-4,0,E,2.4
2014,2,28,15,78,92,69,50,1000,29,6.1,1019,-6.8,0,W,2.1
2014,3,1,14,3,5,8,12,400,80,11.6,1016.7,-20.3,0,NW,1.7
2014,3,2,19,138,184,60,111,2300,19,6.8,1017.5,-6.6,0,SE,1.5
2014,3,3,9,218,281,173,97,6400,2,1.4,1018.9,-3.9,0,E,1.9
2014,3,5,10,3,17,15,41,700,38,5,1025.8,-20.4,0,SW,3.4
2014,3,5,22,44,23,13,56,600,26,4,1024.9,-22,0,N,2.1
2014,3,7,0,58,123,28,58,1100,13,1.7,1024.9,-11.5,0,S,2
2014,3,7,17,28,42,11,43,400,57,6.4,1023,-19.2,0,S,2
2014,3,8,5,117,158,85,96,2400,3,-1.1,1020.8,-4.6,0,E,1.4
2014,3,8,13,185,231,97,90,2800,28,8.3,1016.2,-4.2,0,S,1.6
2014,3,9,3,101,104,56,104,2000,2,-3,1020.9,-9.3,0,E,0.9
2014,3,9,4,67,57,43,95,1500,2,0.1,1021.2,-5.9,0,NE,0.8
2014,3,9,6,138,151,44,75,1800,3,-2,1022.6,-7.5,0,E,1.3
2014,3,10,0,44,75,24,69,1100,2,-0.7,1024.3,-4.6,0,E,2.1
2014,3,10,18,119,147,79,80,1900,45,6.1,1015.4,-3.8,0,E,1.1
2014,3,11,10,242,320,152,124,4300,4,7.6,1013,-1.6,0,NW,1.3
2014,3,14,5,7,39,6,12,300,73,6.8,1017.1,-18.9,0,NW,1.6
2014,3,17,17,24,324,6,17,200,79,18.2,1008.5,-5.8,0,NW,6.5
2014,3,17,20,18,141,6,34,300,55,16.3,1012.8,-6.1,0,NW,2.7
2014,3,17,23,17,72,7,33,300,59,14.6,1014.6,-6.9,0,NW,2.6
2014,3,19,18,39,54,18,26,500,93,9.8,1019.3,-1.6,0,S,0.6
2014,3,23,6,142,184,39,111,2100,3,5.1,1022.3,-3.5,0,E,1.4
2014,3,24,7,214,244,35,99,2000,2,8.4,1012.3,2.6,0,E,1.1
2014,3,24,10,240,283,80,111,2300,17,14,1010.8,3.2,0,SE,1.5
2014,3,24,20,189,200,66,107,1600,77,13.7,1007.1,3.7,0,E,1.1
2014,3,26,9,328,422,38,146,3000,2,14.8,1008.6,9.4,0,NE,1.4
2014,3,27,5,318,355,28,166,2600,2,10.7,1008.2,8.1,0,NE,0.9
2014,3,27,21,103,218,44,107,2300,2,11.4,1005.1,4.1,0,SE,0.5
2014,3,28,2,126,218,32,94,2200,2,12.6,1003.5,6,0,E,2.7
2014,3,28,12,109,101,28,38,1200,71,20.5,1003,8.2,0,NE,1.6
2014,3,28,13,83,92,33,29,900,85,21.8,1002.1,6.1,0,NE,2.9
2014,3,28,21,177,210,35,117,2900,16,14,1006.8,9.4,0,E,0.8
2014,3,28,23,191,210,26,121,3000,2,11.7,1007.4,8.9,0,NE,0.7
2014,3,29,5,15,64,8,14,300,54,12.4,1008.9,1.7,0,E,1.9
2014,3,29,15,24,71,2,2,300,115,21.7,1006.7,0.8,0,NE,2.3
2014,3,31,22,117,131,13,92,1500,28,12.7,1011.4,9.7,0,E,1.5
2014,4,1,3,143,145,6,80,1400,2,8.5,1010.3,7.4,0,E,0.9
2014,4,1,6,141,149,7,91,1500,2,8.7,1010.9,8.1,0,E,0.9
2014,4,4,7,37,125,16,63,600,21,8.7,1010.1,-2.9,0,N,1
2014,4,5,14,9,36,3,13,200,109,19.5,1016,-13,0,NW,5.2
2014,4,6,14,32,80,6,26,1000,128,24.4,1010.3,-6.9,0,SW,5.3
2014,4,8,14,177,180,49,51,1300,196,24.8,1006.9,2.2,0,SW,2.6
2014,4,9,20,65,431,8,42,600,98,21.1,1012.6,1.9,0,SE,3.2
2014,4,9,23,93,331,38,61,1500,83,16.5,1016.5,4.5,0,S,1.9
2014,4,12,22,88,148,32,99,1400,21,14,1012.4,1.6,0,SE,1.2
2014,4,13,3,146,148,26,59,2000,27,10.2,1012.8,4.6,0,E,0.6
2014,4,13,7,158,206,16,94,1800,2,12.1,1014.5,6.4,0,E,1.2
2014,4,14,8,238,254,30,82,1900,4,15.7,1014.5,9.8,0,E,2
2014,4,15,5,54,95,8,110,900,2,12.9,1014.3,9.2,0,SE,1.2
2014,4,16,5,41,86,9,83,700,2,12.7,1011.5,2.2,0,N,0
2014,4,16,16,49,135,13,58,500,92,20.5,1006.8,-5.4,0,SE,1.9
2014,4,18,5,123,110,10,68,1200,2,12,1014.6,10.7,0,E,1
2014,4,18,8,120,150,10,58,1300,2,15.4,1016,11.6,0,E,0.5
2014,4,18,18,144,102,16,32,1300,131,16.3,1015.3,4.3,0,S,1.5
2014,4,21,22,58,113,8,67,600,80,17.8,1011,2.1,0,W,1.5
2014,4,22,7,46,56,8,89,600,3,16.6,1011.7,0.2,0,NE,0.9
2014,4,23,0,78,144,23,49,900,90,19.6,1006.8,8.9,0,SW,4.3
2014,4,25,9,139,178,33,118,1800,4,20.7,1013.8,10.5,0,NW,1.6
2014,4,26,12,42,98,4,18,200,62,20.2,1016.4,0.6,0,W,1.3
2014,4,26,18,50,152,5,27,300,95,17.7,1015.3,8.5,0,SE,1.6
2014,4,30,5,102,142,26,69,1100,47,13.3,1005.9,9.9,0,E,0.8
2014,4,30,14,94,135,28,26,700,221,27.6,1003,9.4,0,SW,4
2014,5,1,11,152,202,36,44,800,137,25.3,1003,15,0,S,3.1
2014,5,3,10,60,114,21,55,500,49,21.7,1005.4,2.4,0,S,4.4
2014,5,3,14,46,186,12,24,100,120,21.8,1004.2,0.9,0,NW,2.3
2014,5,4,1,29,72,2,17,200,76,10.9,1013.9,-7.4,0,NW,5.1
2014,5,4,2,30,36,2,16,100,78,10.4,1013.6,-7.8,0,NW,2.5
2014,5,4,9,28,47,4,13,100,82,14.6,1013.3,-14.6,0,N,6.3
2014,5,5,3,83,120,6,85,1000,2,5.6,1014.4,-1.8,0,NE,1.3
2014,5,5,5,41,82,5,75,400,2,10.1,1015.4,-7.2,0,N,1.8
2014,5,6,20,108,196,39,58,1300,99,18,999,7.1,0,E,2.4
2014,5,7,13,22,84,4,12,100,119,24.4,1001.9,-4.9,0,NW,2.8
2014,5,8,21,62,112,22,59,1000,106,18.3,1009.7,4.5,0,SE,2.1
2014,5,11,2,55,55,2,43,1300,48,10.3,1008.3,9.2,1.4,N,2.1
2014,5,11,9,20,20,2,23,700,81,10.9,1004.2,10,3.1,NE,1.9
2014,5,12,7,54,65,2,58,1100,2,15.3,998.5,11.7,0,SE,1.1
2014,5,12,17,24,86,6,28,300,175,28.1,994.7,8.4,0,SW,5
2014,5,13,0,47,99,20,41,600,107,23.3,996.2,6.5,0,W,2.9
2014,5,14,1,26,180,2,26,100,79,19.2,1000.4,-5,0,N,2.7
2014,5,17,11,87,175,82,96,1600,90,26.3,1009.1,4.1,0,SW,2.3
2014,5,18,1,35,98,15,88,1000,30,16.5,1006.7,7.2,0,E,0.9
2014,5,18,12,80,123,32,73,800,132,28.2,1003.7,9,0,S,1.8
2014,5,20,7,94,94,12,45,900,71,23.7,1001.5,7.7,0,NE,3.1
2014,5,21,9,80,126,40,73,1400,62,24.2,1003,11.5,0,SE,1.3
2014,5,22,0,133,246,30,111,1600,51,23.6,1000.7,16.1,0,S,1.2
2014,5,22,13,140,140,31,32,1200,282,33.8,1001.6,7.7,0,SW,5
2014,5,23,1,67,153,14,54,700,126,25.9,1005.6,11.6,0,S,1.3
2014,5,23,2,69,158,17,57,800,116,24.9,1005.9,12.1,0,S,1.4
2014,5,23,18,54,113,15,37,600,213,29.9,1004.6,11.4,0,SW,1.2
2014,5,24,6,75,75,2,49,1000,41,19.3,1004,18.3,1.9,E,1.1
2014,5,24,12,77,77,2,49,1200,44,19.8,1003.4,19.3,0,E,1.4
2014,5,25,8,132,279,3,36,500,57,24,1003.2,2.7,0,NW,2.8
2014,5,25,19,7,53,2,27,100,98,24.6,1000.7,-0.6,0,W,2.5
2014,5,26,4,9,35,2,78,400,19,15.1,999.8,5.6,0,W,1
2014,5,26,12,15,66,4,33,300,131,33.2,994,5.7,0,SW,2.5
2014,5,27,6,35,124,4,114,700,2,29.1,990.9,0.7,0,NW,1.7
2014,5,28,8,42,125,12,117,700,6,27.3,999.5,7.2,0,E,1.3
2014,5,28,18,30,108,6,39,300,175,33.5,992.3,7.5,0,SW,6.6
2014,5,29,23,53,162,10,146,1300,56,25.4,998,13.3,0,NE,0.6
2014,5,30,20,85,199,34,44,900,254,27.7,1003.3,14,0,E,1.5
2014,6,2,21,37,46,2,63,700,117,19.7,1005.9,14.1,0,W,0.9
2014,6,3,23,53,133,18,71,900,106,23.2,1004.1,13.4,0,E,1
2014,6,4,15,44,81,14,26,700,235,29.1,1000.5,12.9,0,SW,2
2014,6,4,20,56,76,8,57,700,149,25.6,1000.9,14.4,0,SW,0.5
2014,6,5,2,54,83,8,70,800,72,22.6,1000.9,16.2,0,SE,1.1
2014,6,5,12,50,69,15,23,800,182,31.7,1000.2,14.8,0,W,2.3
2014,6,6,1,78,173,17,61,1000,136,25.7,999.5,17.6,0,SE,1.7
2014,6,9,15,24,33,13,32,600,164,28.7,998.9,8.9,0,E,0.3
2014,6,10,9,84,131,25,61,1800,38,21.4,1005.3,15.7,0,SE,1.8
2014,6,10,20,78,90,5,45,1500,89,20.3,1005.8,16.7,0,S,0.9
2014,6,12,20,30,111,5,30,600,179,28.7,1001.8,16.3,0,NE,1.2
2014,6,12,23,39,92,8,51,800,72,25.5,1002.7,17.7,0,SE,1.3
2014,6,13,21,17,30,2,63,700,65,21.1,1004.2,17.3,0,N,1.1
2014,6,15,20,77,252,7,41,1000,192,21.3,1000.1,19,3.5,SE,1.6
2014,6,16,9,169,227,7,50,1200,56,25.9,999.9,20,0,E,1.4
2014,6,18,11,31,31,3,20,500,101,28.3,998.9,15.2,0,E,2.5
2014,6,19,18,74,74,6,26,900,137,24.1,1000.7,17.8,0,SE,1.6
2014,6,21,18,66,78,6,25,1200,188,23,1003.9,13.2,0,NW,7
2014,6,22,6,21,28,2,67,600,18,19.8,1005.3,16.4,0,N,2.1
2014,6,24,0,40,77,4,87,800,74,22,1001.7,16.9,0,W,0.4
2014,6,27,21,25,62,4,67,600,110,26.8,1002.3,13.9,0,W,1.7
2014,6,27,22,30,60,5,81,700,97,27.1,1002.3,13.4,0,W,1.5
2014,6,27,23,29,60,9,71,600,103,27.4,1002.6,13,0,W,2.3
2014,6,29,8,78,157,29,64,2100,35,28.5,1003,17.1,0,NE,0.9
2014,6,29,18,35,52,11,19,1100,227,32.4,1000.1,15,0,SW,1.7
2014,7,2,10,35,35,2,35,1000,89,23.5,999.5,21,0,E,0.5
2014,7,3,6,206,206,8,53,1700,22,23.4,997.9,22.2,0,E,1.2
2014,7,4,9,192,192,2,41,1300,90,28.3,1001.2,22.5,0,E,1.3
2014,7,5,12,113,113,9,26,1000,183,30.3,1003,20.5,0,S,2.9
2014,7,5,15,73,73,3,17,800,213,30.5,1001.2,21,0,S,2.5
2014,7,5,19,78,85,3,22,800,185,28.8,1001.4,20.8,0,SW,1.5
2014,7,6,12,200,201,23,45,1700,150,30.2,1000.3,22.6,0,S,1.6
2014,7,8,7,133,133,6,70,1200,21,26.9,998.1,21.9,0,NE,1.7
2014,7,9,15,13,13,2,19,300,109,31.3,998.9,12.6,0,E,1.4
2014,7,10,2,34,99,5,117,900,2,23.1,997.3,19.1,0,E,0.8
2014,7,11,4,48,110,7,93,900,8,23.1,995.8,18.2,0,NE,1
2014,7,11,20,12,36,5,46,500,146,29.5,996.4,15.6,0,SE,0.9
2014,7,12,20,11,37,2,31,400,151,29.6,997.7,9.7,0,SW,1.4
2014,7,13,14,18,18,2,7,300,140,34.6,996.3,11.1,0,E,1.5
2014,7,16,16,158,158,12,41,1500,226,30.5,998.1,21.3,0,SE,3
2014,7,17,5,105,105,4,54,2600,17,22.8,1001.7,20.7,0,E,0.6
2014,7,18,12,147,183,25,36,2200,162,31.6,1002.8,23.4,0,E,0.5
2014,7,18,17,83,83,7,20,900,209,33.7,1001.3,22.5,0,SW,2.2
2014,7,19,23,72,86,4,30,900,124,28.2,1003.7,24.8,0.2,W,1.2
2014,7,21,21,8,40,4,47,400,58,30.8,1000.6,14,0,N,1.6
2014,7,22,8,9,84,2,51,500,7,28.4,1003.1,15.3,0,NW,1.8
2014,7,22,17,10,27,14,30,600,50,28.6,1002,15.5,0,NW,2
2014,7,26,6,139,162,7,37,1700,84,25.6,1004.7,20.4,0,W,1
2014,7,26,16,66,84,19,13,1100,276,34.3,1002.9,17.1,0,SW,3.7
2014,7,27,6,106,153,28,33,900,93,25.9,1006.4,17.3,0,S,1.6
2014,7,27,10,118,195,26,58,1100,113,31.5,1005.5,19.2,0,SW,2.3
2014,7,29,15,87,88,2,13,700,210,33.3,997.1,19.4,0,S,1.9
2014,7,29,22,80,229,3,30,800,158,23.6,999.7,22.4,12.5,SW,0.9
2014,7,29,23,66,91,2,16,800,155,23.4,999.5,22.2,6.7,S,0
2014,7,31,14,198,198,12,36,1800,230,30.6,1001.6,21.9,0,SE,2.9
2014,7,31,17,148,148,4,25,1300,234,29.8,1000.3,22,0,SE,2.1
2014,8,1,1,153,153,6,46,1600,85,26.2,1002.4,23.1,0,S,1.2
2014,8,1,15,104,104,4,13,1100,217,32,1000.8,22.4,0,SW,1.8
2014,8,1,22,132,132,3,31,1300,141,28,1001.6,23.6,0,S,1.6
2014,8,4,7,71,92,2,71,1200,2,27.2,998.9,21,0,NE,2.2
2014,8,4,14,7,12,2,15,400,55,20.7,1001.9,19.2,1.7,NE,2.8
2014,8,8,2,44,71,12,45,800,86,22.7,1005,16.5,0,E,0.5
2014,8,8,4,48,76,11,50,800,65,21,1005.4,17.6,0,E,1
2014,8,8,14,52,52,11,18,900,232,32.1,1003.4,12.3,0,SW,2.9
2014,8,9,23,9,22,2,26,600,115,21,1000.2,18.9,0.1,NW,1.8
2014,8,13,0,13,163,2,18,400,110,20.9,1002.7,18.8,1,E,2.4
2014,8,14,6,30,30,2,55,900,2,19.1,1004.6,16.7,0,E,1
2014,8,15,14,17,17,5,14,400,165,32.6,1001.1,12.8,0,S,1.2
2014,8,16,11,100,146,30,42,1900,159,30.2,1004.4,18,0,W,1.8
2014,8,17,1,186,235,6,62,1500,86,25.7,1004.4,14.8,0,SW,3.5
2014,8,18,13,74,111,13,31,1000,207,29.5,1006.9,19.2,0,S,1.6
2014,8,19,0,64,99,14,41,1300,132,23.8,1007.5,18,0,W,1.1
2014,8,19,10,115,154,13,59,1300,105,29.4,1008,19.1,0,SE,0.8
2014,8,19,18,50,86,7,27,800,198,29.6,1005.3,18.1,0,SW,3
2014,8,22,5,21,34,2,59,500,38,21.3,1004.4,18.5,0,NE,1.1
2014,8,23,2,122,251,3,128,1600,2,22.6,1002,21.6,0,SE,1.3
2014,8,23,22,159,206,7,61,1700,106,21.8,1002.7,19,2.8,W,3.8
2014,8,24,13,4,22,5,16,300,96,30.6,1002.2,10.5,0,SW,1.3
2014,8,24,18,8,25,2,17,300,124,28.5,1002.7,15.4,0,SE,2.3
2014,8,26,0,28,86,7,82,700,46,20.6,1008.7,14.9,0,W,0.2
2014,8,28,16,74.5,117.2,9.6,32.5,900,152.9,25.7,1009.1,19.1,0,SE,0.9
2014,8,29,20,89,131,5,54,1400,132,23.6,1011.7,19.1,0,SE,1.7
2014,8,30,4,151,186,2,96,1700,2,21.9,1011.6,20,0,E,1.1
2014,9,2,0,25,25,2,26,1000,84,20.1,1006.6,19.4,3.2,NW,0.7
2014,9,2,12,28,28,2,30,1100,66,21.2,1005.9,20,4.5,NE,1.2
2014,9,3,6,12,12,2,47,500,14,18.6,1007.6,15.3,0,NE,0.7
2014,9,5,11,108,173,18,57,1300,106,27,1006.7,19.1,0,N,1.2
2014,9,6,6,119,119,4,76,1400,2,20.7,1008.5,20.4,0,E,0.6
2014,9,6,23,138,187,18,89,1300,73,24.6,1005,19.2,0,S,1.5
2014,9,7,17,107,141,21,23,1200,201,27.5,1001.8,18.5,0,S,1.5
2014,9,7,20,116,165,20,47,1500,153,23.8,1003.7,19.7,0,W,0.1
2014,9,8,0,130,130,6,87,1400,63,24.9,1005.6,4.1,0,NW,3
2014,9,8,12,3,15,2,4,300,92,27.7,1006.2,5.3,0,N,0.7
2014,9,9,6,27,65,3,67,600,2,17.5,1006.4,11.5,0,NE,1.2
2014,9,9,20,47,89,10,55,800,139,21.3,1006.8,15.8,0,E,1.2
2014,9,10,5,64,141,8,109,1600,2,16.8,1009.6,15,0,NE,0.9
2014,9,11,2,50,116,9,105,1900,20,19.1,1010.4,15.8,0,E,1.1
2014,9,12,16,49,49,11,47,500,108,23.6,1009.9,14.9,0,SW,1.7
2014,9,12,18,63,68,8,66,500,67,22.1,1010.4,15.4,0,SW,0.9
2014,9,13,8,88,180,5,80,1500,2,22.5,1011.5,15.1,0,S,1.5
2014,9,17,8,18,40,4,58,500,19,18.3,1017.5,10.4,0,NW,1
2014,9,19,19,48,93,9,40,1600,128,22.1,1006.6,14.7,0,NE,1.3
2014,9,22,12,105,166,23,83,3400,14,21.7,1013.9,17.5,0,NE,1.7
2014,9,23,19,36,36,2,61,700,2,17.7,1012.2,17.4,0.2,E,1.1
2014,9,24,8,12,36,2,29,600,4,19,1013.7,15.5,0,NE,2.1
2014,9,24,16,9,20,2,15,400,103,23.5,1010.5,14.8,0,S,3.1
2014,9,24,22,55,82,5,64,1200,41,18.8,1013,15.3,0,SW,2.3
2014,9,26,10,118,128,20,80,1700,11,20,1006.7,15.6,0,SE,2
2014,9,27,14,8,8,2,17,200,91,25.2,1011,6.9,0,S,1.2
2014,9,27,22,49,134,4,129,1000,2,16,1012.9,12.7,0,NE,0.7
2014,9,30,12,12,45,10,37,500,32,14.5,1021.9,-1.6,0,SW,2.2
2014,10,1,2,85,157,7,76,900,2,12.1,1014.3,5.7,0,NE,1
2014,10,1,3,78,148,5,72,900,2,12,1013.8,5.8,0,N,1
2014,10,1,12,91,174,9,75,1300,4,13.2,1011.3,8.7,0,N,1.4
2014,10,5,1,69,69,2,55,1600,2,12.3,1018.5,11.7,0,N,0.3
2014,10,8,2,269,336,6,144,2400,2,11.5,1015.5,10.6,0,NE,0.6
2014,10,8,7,207,229,4,100,1400,2,12.8,1016.8,11.2,0.6,NW,2.5
2014,10,8,9,204,235,3,87,1600,2,15.4,1016.6,11.8,0,E,0.9
2014,10,8,19,371,382,7,173,2900,2,14.6,1014.3,13.8,0,NW,0
2014,10,8,23,373,374,4,156,3400,2,12.8,1014.7,12.5,0,N,0
2014,10,10,1,396,396,2,149,2800,2,13.5,1017.7,13.2,0,E,0.7
2014,10,10,8,290,290,2,88,2100,2,15.1,1020.1,14.5,0,E,1.2
2014,10,11,0,318,318,15,109,2200,180,13.3,1016.8,12.8,0,SE,0.7
2014,10,11,10,201,201,5,59,1900,37,16.8,1017.2,15.1,0,E,1.5
2014,10,12,1,6,6,4,28,300,59,14.7,1024.1,5.5,0,N,1.8
2014,10,13,7,7,7,2,21,200,40,10.7,1026.4,-6.2,0,NW,2
2014,10,13,15,13,13,5,22,300,68,16.9,1019.4,-6.9,0,S,1.1
2014,10,15,8,97,158,6,82,1200,2,19,1009.9,-0.4,0,NW,4.2
2014,10,15,17,13,45,2,22,200,68,18.5,1012.9,-10.5,0,NW,4.2
2014,10,19,1,395,465,10,203,4300,2,13.9,1010.8,11.9,0,NE,1.1
2014,10,20,7,181,181,2,69,1600,2,13.1,1013,12.9,0,E,0.7
2014,10,20,9,198,198,2,82,1900,2,16.3,1013.8,13.8,0,E,2.1
2014,10,20,20,256,256,3,84,1800,33,15.9,1018.2,12.1,0,S,1.9
2014,10,21,10,35,35,30,66,1300,10,13.3,1022.1,-4.4,0,S,1.5
2014,10,22,3,49,83,12,73,800,2,8.1,1019.7,4.1,0,NE,1
2014,10,22,8,90,184,8,65,1700,2,9.4,1020.6,3.4,0,E,1.7
2014,10,22,16,87,142,12,68,800,13,13.3,1015.5,7.5,0,E,1.3
2014,10,27,5,8,8,2,59,300,11,2.5,1028.7,-3.8,0,E,1
2014,10,29,18,146,179,28,127,1300,31,11.1,1018.9,7.2,0,NE,0.9
2014,10,30,14,187,205,34,118,1500,19,15.6,1017.3,5.5,0,SE,0.9
2014,10,31,18,183,194,11,103,2100,10,13.4,1014.8,9.6,0,S,0.8
2014,11,2,0,8,30,3,38,200,38,11,1017,-5.9,0,NW,2.1
2014,11,2,22,7,20,3,72,500,6,6,1015,-6.3,0,NW,0.6
2014,11,3,8,36,69,9,70,1100,2,7,1016,-2.7,0,E,0.7
2014,11,3,21,43,90,8,90,700,17,11,1016,-2.8,0,W,1.4
2014,11,4,10,95,157,19,90,1300,5,9,1013,0.2,0,N,1
2014,11,4,21,177,217,23,127,2400,2,5,1008,2.5,0,E,0.1
2014,11,6,15,8,8,2,15,200,80,11,1027,-13.9,0,NE,2.1
2014,11,8,19,90,109,10,91,1000,43,7,1021,-0.9,0,W,1.2
2014,11,10,16,79,86,15,101,900,30,14,1016,-3.3,0,S,1.9
2014,11,10,22,150,163,7,135,1600,2,4,1013,1.5,0,SW,0.7
2014,11,12,7,5,62,2,14,200,71,4,1021,-17,0,NW,5.4
2014,11,13,2,8,11,3,39,400,38,-1,1024,-10.9,0,N,0.6
2014,11,14,2,42,69,18,83,1300,2,0,1018,-7.1,0,E,0.8
2014,11,15,3,205,279,39,114,4000,4,3,1027,-6.2,0,E,1.1
2014,11,21,2,602,628,11,174,6600,3,-1,1014,-1.6,0,NE,1.2
2014,11,23,9,102,144,48,86,2200,2,3,1021,0.4,0,N,0
2014,11,25,5,128,203,20,85,3100,2,-2,1017,-3.4,0,E,0.7
